timestamp,x,y,z,qw,qx,qy,qz
1693382748637709056,2.6269e-05,1.83207e-05,0.0188754,0.9999999999999363,6.349469999999595e-14,2.384189999999848e-07,-2.66315999999983e-07
1693382748970939648,2.6269e-05,1.83207e-05,0.0188754,0.9999999999999363,6.349469999999595e-14,2.384189999999848e-07,-2.66315999999983e-07
1693382749323399680,2.6269e-05,1.83207e-05,0.0188754,0.9999999999999363,6.349469999999595e-14,2.384189999999848e-07,-2.66315999999983e-07
1693382749431894528,2.6269e-05,1.83207e-05,0.0188754,0.9999999999999363,6.349469999999595e-14,2.384189999999848e-07,-2.66315999999983e-07
1693382749548373504,2.6269e-05,1.83207e-05,0.0188754,0.9999999999999363,6.349469999999595e-14,2.384189999999848e-07,-2.66315999999983e-07
1693382749656654592,2.6269e-05,1.83207e-05,0.0188754,0.9999999999999363,6.349469999999595e-14,2.384189999999848e-07,-2.66315999999983e-07
1693382749765007104,2.6269e-05,1.83207e-05,0.0188754,0.9999999999999363,6.349469999999595e-14,2.384189999999848e-07,-2.66315999999983e-07
1693382749881735680,2.6269e-05,1.83207e-05,0.0188754,0.9999999999999363,6.349469999999595e-14,2.384189999999848e-07,-2.66315999999983e-07
1693382749981718016,2.6269e-05,1.83207e-05,0.0188754,0.9999999999999363,6.349469999999595e-14,2.384189999999848e-07,-2.66315999999983e-07
1693382750090017280,2.6269e-05,1.83207e-05,0.0188754,0.9999999999999363,6.349469999999595e-14,2.384189999999848e-07,-2.66315999999983e-07
1693382750198427904,2.6269e-05,1.83207e-05,0.0188754,0.9999999999999363,6.349469999999595e-14,2.384189999999848e-07,-2.66315999999983e-07
1693382750315049728,2.6269e-05,1.83207e-05,0.0188754,0.9999999999999363,6.349469999999595e-14,2.384189999999848e-07,-2.66315999999983e-07
1693382750423427840,2.6269e-05,1.83207e-05,0.0188754,0.9999999999999363,6.349469999999595e-14,2.384189999999848e-07,-2.66315999999983e-07
1693382750531719424,2.6269e-05,1.83207e-05,0.0188754,0.9999999999999363,6.349469999999595e-14,2.384189999999848e-07,-2.66315999999983e-07
1693382750648433920,2.574920001781441e-05,1.8317800000099387e-05,0.018939199997813468,0.9999999999996165,-2.2223080415401736e-13,-8.344642646093044e-07,-2.663159999998979e-07
1693382750756720128,2.5920900171246356e-05,1.8321600003789962e-05,0.01905640011689035,0.9999999999996165,-2.222309343650574e-13,-8.344647535445421e-07,-2.663159999998979e-07
1693382750865067776,2.661709902330827e-05,1.8317100006313006e-05,0.019005600071266792,0.9999999999999576,3.1747009331344595e-14,1.192079085558127e-07,-2.663159999999887e-07
1693382750973402624,2.6526399959813468e-05,1.8316199999601236e-05,0.01895049997558679,0.9999999999999576,3.1747299999998653e-14,1.1920899999999495e-07,-2.6631599999998874e-07
1693382751090089984,3.606800490624087e-05,1.831039999701767e-05,0.01892349998611674,0.9999999999999576,3.1747299999998653e-14,1.1920899999999495e-07,-2.6631599999998874e-07
1693382751198419712,0.04539891172494059,2.8437402617527787e-05,0.01892149999948306,0.9999999286924779,-1.4380898371368513e-05,3.630562246787467e-07,-0.0003773699738577522
1693382751315076352,0.12729502808108586,-3.823592286138974e-05,0.018902399993450864,0.9999999258394453,-8.517280834781436e-06,1.252028155565354e-05,-0.0003848269772125443
1693382751423415552,0.219509,-0.000105236,0.0189026,0.9999999205306683,3.0096387330567554e-05,-2.397300486852195e-05,-0.0003968099791991011
1693382751531796736,0.3507678595141044,-0.00021594588150760326,0.0188982000047093,0.9999999113805716,8.675071880687899e-06,-3.80909882876093e-05,-0.00041918094964217117
1693382751640089344,0.5234940127599486,-0.0003632920108850281,0.018898400000014776,0.9999999016382186,5.396821164394337e-06,8.759464911194214e-06,-0.00044341594385247064
1693382751756750592,0.730516085178757,-0.0005418440734648366,0.0189118000055134,0.9999998996855192,1.226439829876129e-05,-7.992508049473228e-06,-0.00044767695479931767
1693382751865159680,0.912720979831398,-0.0007069769817211287,0.018900100001295092,0.999999902433301,-2.934996909560071e-06,-1.2515697944417695e-05,-0.0004415519580492077
1693382751973428736,1.1025599228504162,-0.0008686649342908364,0.018882900006989993,0.9999998971660075,-2.7598354341748936e-07,-2.1338292590485092e-05,-0.0004530039466462877
1693382752090101760,1.3423702548701542,-0.0010908602361489256,0.018900900019130407,0.9999998846048713,5.732674549059019e-06,1.4004288732039356e-05,-0.00048016795018533616
1693382752198639104,1.5891798726580884,-0.0013347198741801443,0.01890109999989681,0.9999998797985938,-2.9311693402715945e-06,-3.45562974349616e-06,-0.000490287940653024
1693382752306793216,1.8254500262148174,-0.0015665400257210776,0.018902100000110954,0.9999998851856627,5.380408841344517e-06,-7.75117836144426e-06,-0.0004791029450706875
1693382752415114496,2.054449746310517,-0.0017774397663619561,0.018888300015287837,0.9999998849700776,1.718423318227567e-06,-2.6830345573307146e-06,-0.000479634944316847
1693382752531795712,2.326190270153778,-0.0020381402591782218,0.018896200007853883,0.9999998730368358,-4.795849567497188e-06,-4.289118425767859e-06,-0.0005038699393002271
1693382752640171776,2.613889904432804,-0.0023432798986396447,0.01890599999674467,0.9999998576927579,-6.3889187380234534e-06,5.010197227668438e-06,-0.0005334309175425921
1693382752748468992,2.9157897658334972,-0.0026638097513832755,0.018895100008454506,0.9999998557286254,-2.6705806653329214e-07,-1.37075343879662e-06,-0.0005371599187844258
1693382752865134848,3.2261901489931066,-0.002993010158017174,0.01889029999769598,0.9999998619547663,-1.0654194970772324e-06,-2.974634373239408e-07,-0.0005254419326881544
1693382752973467136,3.5188502377324564,-0.0014737987659211205,0.018900100007960698,0.9999994002765753,2.135013088333154e-06,7.214501717677196e-06,0.0010951666003541334
1693382753081823744,3.835309731310385,0.02155008045161213,0.018906099994905712,0.9998070990222538,8.857557401893293e-06,3.6913621861357296e-06,0.01964089235810519
1693382753190129664,4.180010063653042,0.043256304008313484,0.018898499998596566,0.9996460296336243,1.137419950005171e-05,2.568490449239027e-06,0.026604798472488915
1693382753298562304,4.523810443889055,0.06166232376446176,0.018893499993544373,0.9996399570617325,-7.846719684677549e-06,4.499837894073307e-06,0.026831998878173405
1693382753415157248,4.863479545533903,0.07991317558096009,0.01890089999009907,0.9996390330951304,3.339985121434651e-06,2.35556103430749e-06,0.026866400874114134
1693382753523487232,5.137959959460168,0.09468139781878335,0.01889490000088618,0.9996380836883333,6.805778394249634e-06,-3.275166739715942e-06,0.02690170222999861
1693382753631861248,5.390700270524914,0.10829901457584899,0.018887399991972236,0.9996378200517999,-6.6490211712059095e-06,-1.0315503798581619e-05,0.026911495154788828
1693382753748559104,5.667010132593417,0.12318200714193413,0.018897600004894693,0.9996378708718181,-1.2406396405398374e-05,-2.406516630456587e-05,0.026909596537430296
1693382753856807936,5.907809848733797,0.1361659918436862,0.018894500001947364,0.9996374937332603,-1.0333002467631611e-05,7.771241274397246e-06,0.026923613344478466
1693382753965161216,6.141409741290998,0.14890898588729104,0.018895399999003262,0.9996337111990816,-2.3991954574704452e-06,5.4304166805545414e-08,0.02706369207244259
1693382754073486080,6.395599915524132,0.17598099100306577,0.018908099995779363,0.9992604058650292,-8.197226902952529e-06,-8.606613897560149e-06,0.03845310298518012
