rover_timestamp,sat_timestamp,x_offset_ratio,y_offset_ratio
1693278795693436416,6,-0.2216867852652824,0.7930515340054396
1693278795801790720,6,-0.3365403207563429,0.5112185290417846
1693278795918430208,6,-0.7200988115296054,0.9769559158282062
1693278796026784000,6,0.44832714018862974,0.0015857032754502676
1693278796135116800,6,0.9486466548719927,-0.8926071361052128
1693278796243476480,6,-0.12582349431300166,0.6773493152263499
1693278796351796736,6,-0.3188145070497881,0.5380113067308847
1693278796460197632,6,0.9097167938293316,-0.206593901382081
1693278796568546304,6,0.5471098322626449,-0.9407486821096698
1693278796676888576,6,-0.45334594274240536,0.9851717569015948
1693278796793546496,6,-0.018793087778413486,-0.2883776045883042
1693278796901866496,6,0.8822856899414508,-0.1363041075209106
1693278797010262528,6,0.35938971617631776,0.32134381502975096
1693278797118547968,6,-0.8286117647265285,0.23723178051977567
1693278797226918144,6,0.5961103476054932,0.4262170653567714
1693278797335216896,6,-0.8359239806537029,-0.6915580722689632
1693278797443613696,6,0.4233543095572334,0.2678017639261019
1693278797551888128,6,0.4793105779531892,-0.36664354263692767
1693278797668559104,6,-0.7868981645774777,-0.9896095552599398
1693278797776911104,6,-0.3834650897274039,-0.2801650053062068
1693278797885224192,6,-0.46046711352122704,-0.7349859910116012
1693278797993580288,6,-0.6252164329442456,-0.1023126459570971
1693278798110271744,6,0.10948000121773549,-0.183911649833725
1693278798210275072,6,-0.9474761919734056,-0.29217142530948226
1693278798318580480,6,-0.8138714790802517,0.19608759558854572
1693278798435325440,6,-0.3511393388551747,-0.22952416520803265
1693278798543600896,6,-0.416305297407358,-0.22440088124321256
1693278798651976960,6,-0.830600966142955,0.8022720897128661
1693278798760288512,6,0.8104151486267177,0.9563461280277745
1693278798860420608,6,0.143920861499079,-0.660834153215349
1693278798976971520,6,-0.23853595302251374,-0.7223198820811665
1693278799085280000,6,-0.39773746924986253,-0.01375211557843059
1693278799193690112,6,-0.8734656994460912,-0.13064746147451012
1693278799301974528,6,-0.15779532045495137,-0.03153737213214303
1693278799410301440,6,-0.8461572772096857,-0.49660052442219427
1693278799526972160,6,-0.5068198633059942,0.25006737553778935
1693278799635305728,6,0.18761279607815728,-0.6089035502394791
1693278799743647744,6,-0.786055264838196,-0.3906840084974861
1693278799852194560,6,0.8976469247891303,-0.3355655693767461
1693278799960329984,6,0.24038437574937865,0.6081529239147649
1693278800076985856,6,-0.3409165674414796,-0.330527552506086
1693278800185310464,6,0.6309509400060063,0.7190169342016703
1693278800293691648,6,0.9484507530092137,-0.7277510568434704
1693278800401980672,6,-0.3586696892498247,0.8945578440322324
1693278800510351360,6,-0.5982970225958566,-0.37163343760911727
1693278800626977536,6,0.9291492461895878,0.937450443493391
1693278800735361280,6,-0.41710369683989357,0.3899155353442201
1693278800843699712,6,-0.01798537421579538,0.1517585632499212
1693278800960361216,6,-0.5151514064388538,-0.24788939535170584
1693278801068907776,6,0.6329890308658261,-0.21412974052108025
1693278801177043200,6,-0.7722243527760038,0.12770101725757188
1693278801277044224,6,0.18445406850077095,0.09125817090164423
1693278801385353984,6,0.36342526626017535,0.10019831399494561
1693278801493889792,6,0.906009222972592,-0.07675555433370307
1693278801602030592,6,0.41673410251212695,-0.12309009138218285
1693278801710363648,6,-0.41733758402940935,0.3856705586486855
1693278801818729728,6,0.637931136008917,0.5913136719919088
1693278801927032320,6,-0.18171681951019703,-0.0013935694220794659
1693278802035393792,6,0.26667207930732717,-0.5159576646584023
1693278802143747072,6,0.3173259370646362,0.43047278259885235
1693278802252064256,6,0.5781535264401259,-0.8520697288354231
1693278802360395776,6,0.981401228873936,-0.041530600454747546
1693278802468733696,6,-0.19838980534125272,0.013225286059018071
